,CLASS_NAME,num,x,y,B1,B2,B3,B4,B5,B6,B7,B8
0,baigurang,253,374967.428021,2381818.59221,0.07686162739992142,0.0796763077378273,0.07277397811412811,0.05748811736702919,0.028070293366909027,0.1639837622642517,0.22607529163360596,0.21276617050170898
1,baigurang,257,375119.519645,2381822.04944,0.07686162739992142,0.07598566263914108,0.07206431031227112,0.054468926042318344,0.024878891184926033,0.2220800518989563,0.37146446108818054,0.4213864505290985
2,baigurang,3836,373366.350393,2382041.28532,0.07530000060796738,0.07970000058412552,0.0714000016450882,0.054499998688697815,0.026499999687075615,0.21310000121593475,0.3926999866962433,0.4034999907016754
3,baigurang,3837,373370.279464,2382031.08561,0.07999999821186066,0.07880000025033951,0.07280000299215317,0.05869999900460243,0.02889999933540821,0.18970000743865967,0.3465999960899353,0.32429999113082886
4,baigurang,3838,373362.394865,2382023.2407,0.07769999653100967,0.07970000058412552,0.08139999955892563,0.06639999896287918,0.03620000183582306,0.18889999389648438,0.30640000104904175,0.30149999260902405
5,baigurang,3840,373349.377339,2382009.22106,0.07999999821186066,0.07880000025033951,0.07500000298023224,0.06459999829530716,0.032099999487400055,0.17229999601840973,0.2517000138759613,0.27869999408721924
6,baigurang,3841,373339.245452,2382013.29565,0.07530000060796738,0.07970000058412552,0.0771000012755394,0.05979999899864197,0.02810000069439411,0.218299999833107,0.3546999990940094,0.3711000084877014
7,baigurang,3842,373331.7445,2382005.56451,0.07999999821186066,0.07970000058412552,0.07859999686479568,0.06759999692440033,0.03370000049471855,0.2296999990940094,0.34220001101493835,0.39989998936653137
8,baigurang,3844,373310.905875,2382009.30837,0.07850000262260437,0.07419999688863754,0.07280000299215317,0.054499998688697815,0.02329999953508377,0.2176000028848648,0.38679999113082886,0.40230000019073486
9,baigurang,3846,373303.726392,2381964.31986,0.08160000294446945,0.08060000091791153,0.09210000187158585,0.0746999979019165,0.04259999841451645,0.24400000274181366,0.3970000147819519,0.37950000166893005
10,baigurang,3847,373289.733874,2381948.23051,0.07930000126361847,0.07880000025033951,0.07500000298023224,0.05510000139474869,0.03530000150203705,0.19339999556541443,0.3671000003814697,0.3434999883174896
11,baigurang,3849,373230.817663,2381924.19108,0.08320000022649765,0.08240000158548355,0.08139999955892563,0.06040000170469284,0.031300000846385956,0.227400004863739,0.3619999885559082,0.3398999869823456
12,baigurang,3851,373207.796221,2381883.71041,0.08399999886751175,0.08609999716281891,0.08569999784231186,0.06159999966621399,0.03620000183582306,0.20020000636577606,0.3319999873638153,0.33149999380111694
13,baigurang,3852,373168.759518,2381844.82585,0.08320000022649765,0.08240000158548355,0.0828000009059906,0.06520000100135803,0.032099999487400055,0.21459999680519104,0.3495999872684479,0.3531000018119812
14,baigurang,3853,373145.795579,2381831.73547,0.08560000360012054,0.07599999755620956,0.0835999995470047,0.061000000685453415,0.03700000047683716,0.19339999556541443,0.34439998865127563,0.3675000071525574
15,baigurang,3855,373147.721749,2381855.63269,0.08399999886751175,0.08060000091791153,0.0771000012755394,0.06279999762773514,0.03290000185370445,0.20999999344348907,0.3626999855041504,0.3698999881744385
16,baigurang,3857,373128.882055,2381863.80198,0.08640000224113464,0.08429999649524689,0.08070000261068344,0.06279999762773514,0.03620000183582306,0.195700004696846,0.319599986076355,0.3422999978065491
17,baigurang,3858,373100.975734,2381895.72468,0.08399999886751175,0.07880000025033951,0.08209999650716782,0.062199998646974564,0.03290000185370445,0.20250000059604645,0.3328000009059906,0.3626999855041504
18,baigurang,3859,373107.907831,2381911.75847,0.08320000022649765,0.08150000125169754,0.08139999955892563,0.06400000303983688,0.032099999487400055,0.227400004863739,0.3977999985218048,0.42980000376701355
